        a_static 114158 [000] 262893.680341798:            401be0 _start+0x0 (/home/bbrapl/code/thesis_test/a_static) 		long nop %edi, %edx 
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454507 __tunables_init+0xf7 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%r10), %edi
        a_static 114158 [000] 262893.680360131:            45450b __tunables_init+0xfb (/home/bbrapl/code/thesis_test/a_static) 		mov %r10, %rsi
        a_static 114158 [000] 262893.680360131:            45450e __tunables_init+0xfe (/home/bbrapl/code/thesis_test/a_static) 		mov %rbx, %rax
        a_static 114158 [000] 262893.680360131:            454511 __tunables_init+0x101 (/home/bbrapl/code/thesis_test/a_static) 		mov %edi, %ecx
        a_static 114158 [000] 262893.680360131:            454513 __tunables_init+0x103 (/home/bbrapl/code/thesis_test/a_static) 		test %dil, %dil
        a_static 114158 [000] 262893.680360131:            454516 __tunables_init+0x106 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454534 __tunables_init+0x124 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rax), %edx
        a_static 114158 [000] 262893.680360131:            454537 __tunables_init+0x127 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454539 __tunables_init+0x129 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffe7
        a_static 114158 [000] 262893.680360131:            454520 __tunables_init+0x110 (/home/bbrapl/code/thesis_test/a_static) 		cmp %cl, %dl
        a_static 114158 [000] 262893.680360131:            454522 __tunables_init+0x112 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454507 __tunables_init+0xf7 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%r10), %edi
        a_static 114158 [000] 262893.680360131:            45450b __tunables_init+0xfb (/home/bbrapl/code/thesis_test/a_static) 		mov %r10, %rsi
        a_static 114158 [000] 262893.680360131:            45450e __tunables_init+0xfe (/home/bbrapl/code/thesis_test/a_static) 		mov %rbx, %rax
        a_static 114158 [000] 262893.680360131:            454511 __tunables_init+0x101 (/home/bbrapl/code/thesis_test/a_static) 		mov %edi, %ecx
        a_static 114158 [000] 262893.680360131:            454513 __tunables_init+0x103 (/home/bbrapl/code/thesis_test/a_static) 		test %dil, %dil
        a_static 114158 [000] 262893.680360131:            454516 __tunables_init+0x106 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454534 __tunables_init+0x124 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rax), %edx
        a_static 114158 [000] 262893.680360131:            454537 __tunables_init+0x127 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454539 __tunables_init+0x129 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffe7
        a_static 114158 [000] 262893.680360131:            454520 __tunables_init+0x110 (/home/bbrapl/code/thesis_test/a_static) 		cmp %cl, %dl
        a_static 114158 [000] 262893.680360131:            454522 __tunables_init+0x112 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            4544f8 __tunables_init+0xe8 (/home/bbrapl/code/thesis_test/a_static) 		cmpb  $0x0, (%r8)
        a_static 114158 [000] 262893.680360131:            4544fc __tunables_init+0xec (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x44
        a_static 114158 [000] 262893.680360131:            4544fe __tunables_init+0xee (/home/bbrapl/code/thesis_test/a_static) 		movq  0x8(%r8), %r10
        a_static 114158 [000] 262893.680360131:            454502 __tunables_init+0xf2 (/home/bbrapl/code/thesis_test/a_static) 		test %r10, %r10
        a_static 114158 [000] 262893.680360131:            454505 __tunables_init+0xf5 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3b
        a_static 114158 [000] 262893.680360131:            454507 __tunables_init+0xf7 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%r10), %edi
        a_static 114158 [000] 262893.680360131:            45450b __tunables_init+0xfb (/home/bbrapl/code/thesis_test/a_static) 		mov %r10, %rsi
        a_static 114158 [000] 262893.680360131:            45450e __tunables_init+0xfe (/home/bbrapl/code/thesis_test/a_static) 		mov %rbx, %rax
        a_static 114158 [000] 262893.680360131:            454511 __tunables_init+0x101 (/home/bbrapl/code/thesis_test/a_static) 		mov %edi, %ecx
        a_static 114158 [000] 262893.680360131:            454513 __tunables_init+0x103 (/home/bbrapl/code/thesis_test/a_static) 		test %dil, %dil
        a_static 114158 [000] 262893.680360131:            454516 __tunables_init+0x106 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454534 __tunables_init+0x124 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rax), %edx
        a_static 114158 [000] 262893.680360131:            454537 __tunables_init+0x127 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454539 __tunables_init+0x129 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffe7
        a_static 114158 [000] 262893.680360131:            454520 __tunables_init+0x110 (/home/bbrapl/code/thesis_test/a_static) 		cmp %cl, %dl
        a_static 114158 [000] 262893.680360131:            454522 __tunables_init+0x112 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0x1e
        a_static 114158 [000] 262893.680360131:            454540 __tunables_init+0x130 (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %r9d
        a_static 114158 [000] 262893.680360131:            454544 __tunables_init+0x134 (/home/bbrapl/code/thesis_test/a_static) 		add $0x38, %r8
        a_static 114158 [000] 262893.680360131:            454548 __tunables_init+0x138 (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x1a, %r9d
        a_static 114158 [000] 262893.680360131:            45454c __tunables_init+0x13c (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffac
        a_static 114158 [000] 262893.680360131:            45454e __tunables_init+0x13e (/home/bbrapl/code/thesis_test/a_static) 		mov %r15, %r13
        a_static 114158 [000] 262893.680360131:            454551 __tunables_init+0x141 (/home/bbrapl/code/thesis_test/a_static) 		test %r13, %r13
        a_static 114158 [000] 262893.680360131:            454554 __tunables_init+0x144 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffef5
        a_static 114158 [000] 262893.680360131:            454449 __tunables_init+0x39 (/home/bbrapl/code/thesis_test/a_static) 		movq  (%r13), %rbx
        a_static 114158 [000] 262893.680360131:            45444d __tunables_init+0x3d (/home/bbrapl/code/thesis_test/a_static) 		test %rbx, %rbx
        a_static 114158 [000] 262893.680360131:            454450 __tunables_init+0x40 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x10a
        a_static 114158 [000] 262893.680360131:            454456 __tunables_init+0x46 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx), %edx
        a_static 114158 [000] 262893.680360131:            454459 __tunables_init+0x49 (/home/bbrapl/code/thesis_test/a_static) 		lea 0x8(%r13), %r15
        a_static 114158 [000] 262893.680360131:            45445d __tunables_init+0x4d (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            454460 __tunables_init+0x50 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x465
        a_static 114158 [000] 262893.680360131:            454466 __tunables_init+0x56 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454468 __tunables_init+0x58 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x45d
        a_static 114158 [000] 262893.680360131:            45446e __tunables_init+0x5e (/home/bbrapl/code/thesis_test/a_static) 		mov $0x1, %eax
        a_static 114158 [000] 262893.680360131:            454473 __tunables_init+0x63 (/home/bbrapl/code/thesis_test/a_static) 		nopl  %eax, (%rax,%rax,1)
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
        a_static 114158 [000] 262893.680360131:            45448b __tunables_init+0x7b (/home/bbrapl/code/thesis_test/a_static) 		cmp $0x3d, %dl
        a_static 114158 [000] 262893.680360131:            45448e __tunables_init+0x7e (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xffffffffffffffea
        a_static 114158 [000] 262893.680360131:            454478 __tunables_init+0x68 (/home/bbrapl/code/thesis_test/a_static) 		movzxb  (%rbx,%rax,1), %edx
        a_static 114158 [000] 262893.680360131:            45447c __tunables_init+0x6c (/home/bbrapl/code/thesis_test/a_static) 		mov %rax, %rcx
        a_static 114158 [000] 262893.680360131:            45447f __tunables_init+0x6f (/home/bbrapl/code/thesis_test/a_static) 		add $0x1, %rax
        a_static 114158 [000] 262893.680360131:            454483 __tunables_init+0x73 (/home/bbrapl/code/thesis_test/a_static) 		test %dl, %dl
        a_static 114158 [000] 262893.680360131:            454485 __tunables_init+0x75 (/home/bbrapl/code/thesis_test/a_static) 		jz 0xc9
